id,title,date,content
64,Večerní přání,úterý 28. května 2013,"Nahoře černé mraky
smekají svoje buřinky
a hvězdy jsou tam s nimi taky
– slaďoučké jako hrozinky.

Sedí si pevně v těstu z nebe
s příchutí vlašských oříšků,
ani k ránu je nezazebe,
září si ze svých pelíšků.

Obloha ještě není celá černá
jak čokoláda, jako tér,
pár veršů a do snů kopu přenádherna
posílá anděl – amatér."
65,Zmatená,čtvrtek 9. května 2013,"Dívám se do dálky
z kostelní vížky,
šumění křídel,
jak holubi sedají na římsu,
za polem v lese
už začnou kvést šišky,
venku tma čaruje
půlnoční kouzla,
já tady v myšlenkách
bláhových těkavých
hladím hřbet knížky,
hvězda, ta největší
mlčky mě varuje,
mám všechno, co můžu chtít,
co nesmím, nebudu nikdy mít,
peřina zmatená,
že došel papír,
na zem mi sklouzla…"
66,Doba ledová,pátek 14. června 2013,"Ty večery, kdy i nádech bolí,
kdy po slzách je jenom vyschlá cesta,
kdy vím, že spánek nedovolí
najít klid, můj starý sen mně trestá.

Zhasněte konečně hvězdy,
vypněte nebe a s ním i moji duši.
Zbytečně jenom ji zebe.
Zhasněte moje srdce, jak se sluší.

Sfoukněte mého citu plamínek,
vymažte z paměti změť krásných vzpomínek
a na ruce mi navlékněte rukavice…
nastal čas ledu a ve mně ohně není více."
67,Kaňka,pondělí 17. června 2013,"Měsíce jen půl –
je jako kaňka vpitá do oblohy,
do mého okna
svítí jak lampa do výlohy.

Pár písmen z něj přečtu
a na zbytek si beru lupu,
z oblohy sbírám hvězdy, jež
odnesu si v tašce od nákupu.

U ranní kávy
pak rozprostřu je po ubrusu,
vůbec mi nevadí,
že budeš se smát mému vkusu..

Smeteš je na zem,
měsíční psaní načrtneš mi na zádech…
Stále znovu… den za dnem,
každičkou chvíli .. mi bereš dech…."
68,Konec anděla,neděle 2. června 2013,"V mém pokoji s modrou vázou
se zastavil strojek v hodinách
a venku v kapkách deště váznou
slzy jak perly, jako hrách.

Proč lidé lásku zavírají
do krásných prázdných definic?
Láska je svět, ve kterém dech se tají
a oni chtěli by ji zamknout do krabic.

Neumím definovat vášeň, lásku,
to modré cosi, pro co umírám,
ta něžná křídla od žluťásků,
to, co mi srdce rozdírá..

Vtom anděl uviděl, že láska není,
že klam jen jeho duši plení.
Hodiny stály na pár chvil
a s nimi… celý svět se navždy zastavil."
69,Kouzelný koberec,pátek 7. června 2013,"Sedíme tiše za stolem,
občas můj pohled Tvoji tvář pohladí,
tajemství je naším údělem,
pouhá Tvá přítomnost mé struny naladí.

Oči mi těkají, namísto předkrmu
pár sladkých slůvek spolkneme,
smějem se, já vlasy z očí odhrnu,
ubrouskem potom úsměvy setřeme.

Zatímco skrýváme rozpaky
a skláníme se nad polívkou,
na kouzelném koberci plujeme nad mraky
jak Aladin se svojí dívkou…"
70,Noční let,pondělí 3. června 2013,"Pod stříbrnou vlajkou měsíce
poplujem spolu pod hvězdami,
chci vidět těch světel tisíce
jak lampionů poskládaných v origami.

Až ztichlým vesmírem se proletím,
a v Mléčné dráze vykoupu se nahá,
v souhvězdí Malého psa svou hvězdu pozdravím,
maličkou hvězdu, jenž rozzářit se zdráhá.

Pak ještě stovky cest mám v mém letovém plánu,
až přijde čas, skloním hlavu a řeknu jenom: ""Dík"",
mosazným klíčem zamknu nebeskou bránu,
teprve potom pověsím svá křídla na hřebík."
71,Nůžky,úterý 18. června 2013,"S pošlapanou duší
bez hlesu černou tmou se ploužím,
procházím nocí, aniž tuším,
kam dneska hlavu složím.

Jen chladné cvaknutí ostří nůžek
zazní nocí – konečně došlo mi to.
O lásce snít se teď už jenom může..
Odstřihl´s mě. Přiznávám, že je mi to líto.

Dnes sama se sebou se smířím,
mé sny se rozplynou,
odletí s topolovým chmýřím
a v dálce někde tiše zahynou.

Vzpomínky ještě jak uhlíky doutnají,
ač žhavé, na srdci mně zebou.
Vychrstnu na ně vodu, vždyť mě týrají
a k čertu, k čertu s Tebou!"
72,Sny,středa 5. června 2013,"Já vím, že nikdy nevystoupím
na nejvyšší horu
a nikdy nepřepluji oceán
možná je to tím,
že věřím na pokoru
snad mám unavené nohy
snad jen malý plán.
A já bych tolik, tolik chtěla
obletět svět pomaličku
jako sametová včela
a v každé zemi kouknout
pod pokličku
na rovníku shrnout
vlasy z čela
a zastavit tam
na chviličku.
Ach, nechat si tak narůst
na lopatkách peří
zamávat křídly
jako Ikaros
bylo by zas léto
na které tak věřím
a já bych měla sluncem
pihovaný nos.
Ba ne, k čemu peří?
Já mám v srdci křídla
těmi vzdálenosti měřím
a ta křídla
zanesou mě
k babičkám na povidla…."
73,U rybníka,úterý 25. června 2013,"Přelétl nad střechami černých čápů pár,
v křídlech svých z per snů vodopád
plný fantazie, něžných her a čar,
ta pírka pak snášela se do zahrad.

Několik poslů z hebkých perutí
sneslo se i k našemu rybníku
a párek bílých labutí
zvolilo malou okliku.

Na všem tom peří třpytily se kapky
jak lesklý poklad perlorodky,
na tmavou hladinu házeli jsme žabky
hladkými oblázky z rozhoupané loďky.

Pak ke břehu jsme vpluli tiše do rákosí,
lehli si na záda a šeptali si jako malí,
nevadilo, že jsme od písku a bosí,
s očima dokořán na nebi hvězdy počítali…."
74,Voda,čtvrtek 20. června 2013,"Vítr laská vodu něžně, jak jen Ty to umíš,
když na chviličku Tvoje prsty zbloudí…
Hladina zlehka čeří se a šumí
a dole u dna temné proudy proudí.

Prsty Tě hladím v podkolenní jamce,
slzy spadnou do vody a rozplynou se do nicoty,
před procházkou stezkami mé duše
zapomněl jsi vyzout zablácené boty…

Mraky potichu se svým odrazem splývají,
objímám kolena a do krve si koušu ret..
letět tak s nimi.. poslouchat, co zpívají,
rozplynout se jak slza a nikdy se už nevracet…"
75,Bosá,středa 17. července 2013,"Projít se bosky mokrou trávou
zaplašit myšlenky, které se ženou hlavou
které jak vlaštovky štěbetají
já úsměvem je maskuji a tajím

Jen se tak schovat, když opouští mě víra
když Ty jsi pryč a kruh se uzavírá
vyrazit po kolejích bosá
když na řasách se třpytí slzy jako rosa"
76,Čistírna,sobota 27. července 2013,"O čem sní asi motýl, když tančí
foxtrot na květech mandloní?
Když slunce podobné pomeranči
nad hory se nakloní?

Oblohou táhne hejno divokých husí,
z oblaků křídla moc jim sluší,
jen přivřu oči a zamávat jim zkusím…
Léto je krásnou čistírnou duší."
77,Dveře,středa 24. července 2013,"Na cestě mým vesmírem
otevřela jsem spoustu dveří
dřevěné i zdobené safírem
a taky ty, za nimiž skrývalo se černé peří

Nikde v mapě, v mých náčrtcích
nestálo, co za nimi dřímá
kde číhá jaký zloděj srdcí
jen rovná záda a hlavu držet zpříma

Pak přestala jsem otevírat dveře
dlouhý čas bloudím po cestách
někdy mi úzkost hrdlo sevře
a divný, prapodivný strach

U cesty zase dveře stály
vzala jsem za kliku navzdory zásadám
zvaly mne dál, jen trochu zavrzaly
rozhlédnu se, dech sotva popadám

V studené kryptě kamenného chrámu
jak posel smrti černý anděl stál
vím jen, že noc v té chvíli ustoupila ránu
on nade mnou svá křídla rozpínal"
78,Ukradený čas,pondělí 8. července 2013,"Má touha nezůstává skrytá,
já se pak často za to stydím
a vím, že nikdy nespočítám
východy slunce, které s Tebou neuvidím.

Náš společný život žijeme ve vteřinách,
skládáme ho jak stavebnici –
minutu k minutě, mé srdce ve výšinách
té věže rozhlíží se potisící..

a každá malá chvilka připadá mu jako věky,
když vyhlíží, zda už už k němu utíkáš,
však nevstoupíš dvakrát do stejné řeky
a zřejmě ani do stejného rybníka…

Když dlouho nejdeš, tiše váhám,
pak dojde mi, že Ty už ke mně neutíkáš,
že dáváš přednost jiným drahám,
že pro jiné svou duši svlíkáš.

Tak ještě chvilku žijem v ukradeném čase,
zmateně zkouším utéct všemi směry,
nejprve šeptám, pak ptám se polohlasem:
Jaký smysl má láska bez důvěry?"
79,Lilie,sobota 13. července 2013,"Dřív než déšť umyje

tabule okenní,

dřív, než se zachumlám

do tepla do peří,

chtěla bych pro Tebe

běloučké lilie,

průzračné jako sny,

položit u dveří.

Jenže v mých představách

(když o tom přemýšlím)

svěřuji liliím

úlohu nesnadnou

Toužím Ti totiž

dát kytky, co nezvadnou."
80,Mapy,pondělí 29. července 2013,"Po celém zálivu na hladině

rozprostřelo se tisíce hvězd.
Vyhřátou vodou ryby plavou líně,
podle souhvězdí nechají se vést.

Rozlož mapy, už je čas,
ukaž mi Mléčnou dráhu,
dnes probudí se to nejlepší v nás.
Teď tady nejde o odvahu.

Mé rameno se zlehka Tvého dotýká,
plánujem trasu vesmírem, kde hvězdy tiše zvoní,
za víčky si tu cestu navždy zamykám
jak mapu k pokladu a Tvé polibky voní…"
81,Mít tak...,úterý 16. července 2013,"Mít tak hlas, který navždy okouzlí Tě,
přiláká a sváže jako šála hedvábná.
Být písní. Ty – pravý muž nevinný jak dítě,
já – hudba jako sladká žena ničemná a půvabná…

Hledíme na sebe rozpačitě,
Ty vyčkáváš a já ani hlásku nevydám.
Nemám ten hlas, který okouzlí Tě..
jen černá křídla mám – kam zanesou mě? Kam?"
82,Odpuštění,sobota 13. července 2013,"Jsem kapka deště vystrašená,

která prší na nesprávné straně světa.

Jsem moře, v něm vody po kolena,

v němž utopí se každá moje věta…

Bolí mě štěstí, tolik bolí

a není se kam skrýt.

Všechny mé rány naplní se solí,

bolí to – snad ani jinak nedovedu žít…

Jsem Tvůj černý kůň na poušti,

co bloudit o samotě je mu třeba,

ten, který Tobě odpouští,

že podal jsi mu skrojek chleba."
83,Paměť,úterý 2. července 2013,"Chtěla bych zůstat uzamčená za skleněnou stěnou,
jsem však jak polštář s paměťovou pěnou..
Tvůj otisk na mé duši zůstává a pálí
tím palčivěji, čím víc se ta Tvá od mé vzdálí.

Čí horké ruce setřou ze mě jako pel,
jak pestrý prášek motýlům ze křídel,
Tvou vůni.. a z očí odraz Tvojí tváře?
Krvavé otisky prstů něžného žháře…

Snadno strháváš mě do propasti … a tak prudce.
Konečně zastavit zběsilé bušení svého srdce.
Tvé doteky však cítím bez přestání…
Tvůj dech na mé kůži je jako tetování."
84,Proměny,středa 10. července 2013,"Jsem bílá růže
umírám v Tvých rukou
okvětní lístky padají
vadnu
svlíkám se z kůže
pláču rosu potají
neslyším, co si květy šeptají
ševelí drobnými listy
a místy stávám se rosou
už proudím a vlním se
zkus mě tít kosou
odtékám po římse
hledám oblázek
hledám Tebe
obejmu Tě
ze všech stran
máš plno otázek
a…
… já jen šumím
to umím

Jsem voda, která Tě chladí
Jsem proud, který Tě svádí
Jsem vlna, která Tě hladí
Jsem tůň, která Tě zradí
Jen šumím
umím…"
85,Samota,středa 31. července 2013,"Měsíc a hvězdy – mí poslední věrní
když noc barví oblohu kostní černí
jako by samota dna neměla
proudí a protéká mnou docela

Hvězdy, já, Ty – každý sám
napospas vydaní jsme tmám
jen sličný měsíc koupe se a stříbří rosu
chtěla bych sílu mít – povalit i osud"
86,Šeptej,středa 3. července 2013,"Prší. Teď není slyšet.
Šeptej mi nějaká krásná slova,
říkej je Tiše..
navždy si budu pamatovat

Tvůj nádech před větou.
Záblesky ve Tvých očích.
Za okny slunečnice rozkvetou,
do klína se Ti jako kotě stočím.
..
Šeptej mi… cokoli
a řekni to teď, řekni to tady.
I když to později srdce zabolí,
načrtni směle vzdušné hrady.

Šeptej mi své tajné sny
a neříkej, že už musíš domů.
Příště už možná nebude kdy,
nebude proč.. nebude komu…"
87,Souhvězdí Labutě,neděle 14. července 2013,"Pokládám hlavu na Tvoje rameno,
když večer se ukládám na kutě.
Obloha má právě k večeři prostřeno,
oknem k nám nahlíží souhvězdí Labutě.

Ladný krk oblohou se klene,
a vzadu v jejích perutích
jak démant září hvězda Deneb.
Tmou nese se Tvá píseň labutí..

Ještě chvíli, ještě se mi bráníš,
tolik hvězd jen já v noci vidět smím,
když nade mnou se skláníš,
v Tvých potemnělých očích hvězdu Deneb zřím."
88,Spící,středa 10. července 2013,"Probuď se, lásko, nespi už,
po nebi se rozpíjí černá tuš
a v ní se třpytí kapky rosy,
co každý večer vzpomenou si,
kde nechalo je chladné ráno,
když měl jsi ještě rozespáno…

Otevřeš okno – tma je tu.
Můžeš si teď co chceš přát..
Copak nevidíš kometu
bláznivou rychlostí se hnát?

Vítr Tě polechtá na tváři
zabořené v bílém polštáři
a Ty se usmíváš…
a víš, že když Ti bude zima na nohy,
přikryju Tě kusem oblohy…"
89,To já,středa 10. července 2013,"Já jsem tou hvězdou, co na cestu Ti svítí,
když znavený vracíš se nocí z cest.
Tvé srdce do dlaní jak rybku sotva chytím,
měsíční nit pod Tvé kroky snažím se vplést.

Tolik bych chtěla, abys pochopil –
to já jsem Tvá naděje, Tvá ztracená víra.
Abys mě jinak uviděl třeba jen na pár chvil –
to já jsem láska, která se nemění, která si nevybírá.

Jsi schovaný za svojí zdí a nevycházíš ven,
abys zas vstoupil a uviděl krásné.
Chceš milovat bez lásky více žen
a Tvé velké srdce je tak prázdné…

Myšlenky na Tebe jsou jako horká láva.
Vidím, jak bavíš se hrou – kluk, trochu osamělý..
chceš vyhrát a vášnivě kartami máváš,
z balíčku snímáš srdcové eso – kartu pro anděly..

Ve chvilce příští ho odhodíš zmámen,
dál do hry se vrháš a posadíš se zpříma
a pro samý spěch nevidíš plamen,
který září Ti přímo před očima..

Ztrápený anděl teď u cesty usedá,
prohrál.. a vzdává to.. perutě celé odrané.
Zde jeho pouť končí, už dál nic nehledá.
To já jsem ten anděl a mé černé peří vítr odvane…."
90,Úplněk,pondělí 22. července 2013,"Až měsíc doroste v temnotě nočního nebe

spadne mi k nohám a zacinká jako mince

zvednu ji – na ní vyražený dopis od Tebe –

hodím ten peníz u kostela do krabice

stařičké žebračce, která se přede mnou sklání
pak vejdu portálem do kostela, s sebou si nesu přání…

Postojím chvíli, od země chlad stoupá
něčí teplé ruce mi zakryjí zezadu oči
cítím Tvou vůni a svět se se mnou houpá
v hlavě mi zní zpěv varhan, všechno se točí
Já se neobrátím, už nevnímám závan zimy
jen své horké prsty propletu s Tvými."
91,Ve sprše,sobota 27. července 2013,"Tvé něžné pusy dopadají
v podobě kapek na mou kůži
vpíjí se do ní a možná se mi jenom zdají
stojím tu mokrá, počítám, kolik kapek dlužím

Za sprchu Tvých polibků posílám dík
jsem v jejich sladkém objetí a Ty tušíš.. víš
až dopluješ po mém těle nad rovník
Bermudský trojúhelník objevíš"
92,Venuše,úterý 23. července 2013,"Mívám chuť žárlit na Venuši,
když na obloze zazáří,
že nemám úsměv, co jí sluší,
že má své místo ve snáři.

Tak žárlím na tu hvězdu malou,
každý sní o Venuši tisíckrát.
Ráno mě najdeš nevyspalou.
Komupak já se budu zdát?"
93,Větrný dům,úterý 16. července 2013,"Mezi horami slov a hlíny
se vítr prodírá
před sebou žene noční stíny
za nimi světlo krajinu
kouzelnou prostírá
Zuby mi strachy cvakají
stulím se k Tobě, lásko moje
a naše těla šeptají.
Slib mi, že do rána nevpustíš tmu oknem do pokoje.
Vnímám Tvou vůni, oči, vlasy,
splyneme v sobě – nazí.
Šílení touhou umíráme asi
my – milenci – sebevrazi.
Vpíjíme se v sebe ve větrném domě,
kde každé slovo, každá kapka deště
je jenom pro Tebe a pro mě."
94,Vlna a oblázek,pátek 5. července 2013,"Za lodí čeří se voda. Odpočívám.
Mořem se brázda klikatí – je jako živá.
Na přídi vítr mi vlasy cuchá,
jsem prostovlasá, trochu prostoduchá.
…
Rozčísnu tělem chladnou hladinu,
roztoužená ji k sobě přivinu
hladkou jak samet, jako smetana.
Tiše se nořit do vln, být hýčkána…
….
Zatím na pobřeží… vlna hladí oblázek,
on jako já říká ""Ano"" na mnohé z jejích otázek.
Vlna na něj chvíli zprudka, chvíli něžně dýchá..
a kámen ""Ach, ještě! Ještě!"" – vzdychá…"
